id,salary,salary_bracket,age,age_bracket,education,education_level,car_brand,car_brandname,region,US_region,credit_score,computer_brand,computer_brandname
277,48778,"Below Minimum",28,"Young Adult",0,"Less than High School",15,Mitsubishi,7,Mountain,500000,0,Acer
278,34964,"Below Minimum",54,"Old Age",0,"Less than High School",12,Lincoln,6,"West South Central",445084,1,Sony
279,32073,"Below Minimum",65,"Old Age",3,College,15,Mitsubishi,8,Pacific,0,0,Acer
280,109505,High,61,"Old Age",2,"Less than College",10,Jeep,3,"West North Central",68953,0,Acer
281,59331,"Below Minimum",70,"Old Age",3,College,4,Chevrolet,2,"East North Central",152313,0,Acer
282,144310,High,35,"Middle Age",0,"Less than High School",17,Ram,7,Mountain,8133,1,Sony
283,101916,High,78,"Old Age",1,"High School",2,Buick,1,Mid-Atlantic,168795,1,Sony
284,131928,High,63,"Old Age",1,"High School",8,Honda,1,Mid-Atlantic,424566,1,Sony
285,127367,High,78,"Old Age",0,"Less than High School",11,Kia,2,"East North Central",252012,1,Sony
286,28592,"Below Minimum",27,"Young Adult",0,"Less than High School",3,Cadillac,7,Mountain,123191,1,Sony
287,121776,High,30,"Middle Age",1,"High School",11,Kia,8,Pacific,0,1,Sony
288,110539,High,64,"Old Age",4,Postgraduate,11,Kia,6,"West South Central",257477,1,Sony
289,74425,Minimum,71,"Old Age",2,"Less than College",14,"Mercedes Benz",6,"West South Central",17806,0,Acer
290,138179,High,53,"Old Age",4,Postgraduate,20,Others,3,"West North Central",102848,1,Sony
291,43954,"Below Minimum",41,"Middle Age",0,"Less than High School",2,Buick,0,"New England",305835,1,Sony
292,133162,High,69,"Old Age",0,"Less than High School",7,Ford,8,Pacific,413996,1,Sony
293,20000,"Below Minimum",52,"Old Age",1,"High School",18,Subaru,4,"South Atlantic",408332,1,Sony
294,140666,High,74,"Old Age",4,Postgraduate,13,Mazda,3,"West North Central",237007,1,Sony
295,140352,High,75,"Old Age",2,"Less than College",15,Mitsubishi,4,"South Atlantic",339277,1,Sony
296,61539,"Below Minimum",41,"Middle Age",4,Postgraduate,2,Buick,3,"West North Central",129505,1,Sony
297,131765,High,39,"Middle Age",3,College,3,Cadillac,6,"West South Central",447097,1,Sony
298,85161,Middle,64,"Old Age",2,"Less than College",14,"Mercedes Benz",5,"East South Central",36491,1,Sony
299,140735,High,32,"Middle Age",3,College,14,"Mercedes Benz",4,"South Atlantic",217062,1,Sony
300,40330,"Below Minimum",20,"Young Adult",0,"Less than High School",14,"Mercedes Benz",2,"East North Central",395650,1,Sony
301,42955,"Below Minimum",64,"Old Age",0,"Less than High School",13,Mazda,0,"New England",463502,0,Acer
302,91711,Middle,46,"Old Age",3,College,5,Chrysler,7,Mountain,412867,0,Acer
303,129556,High,34,"Middle Age",0,"Less than High School",19,Toyota,8,Pacific,268314,1,Sony
304,58211,"Below Minimum",60,"Old Age",1,"High School",1,BMW,7,Mountain,498817,0,Acer
305,143757,High,54,"Old Age",1,"High School",13,Mazda,2,"East North Central",88560,1,Sony
306,79092,Minimum,64,"Old Age",2,"Less than College",1,BMW,8,Pacific,348887,1,Sony
307,127287,High,28,"Young Adult",1,"High School",17,Ram,2,"East North Central",96898,1,Sony
308,137369,High,57,"Old Age",4,Postgraduate,12,Lincoln,8,Pacific,415156,1,Sony
309,96639,Middle,36,"Middle Age",1,"High School",8,Honda,7,Mountain,122288,1,Sony
310,44058,"Below Minimum",68,"Old Age",4,Postgraduate,12,Lincoln,6,"West South Central",410261,0,Acer
311,43378,"Below Minimum",30,"Middle Age",0,"Less than High School",6,Dodge,2,"East North Central",190336,1,Sony
312,28539,"Below Minimum",73,"Old Age",4,Postgraduate,12,Lincoln,1,Mid-Atlantic,447753,0,Acer
313,54394,"Below Minimum",28,"Young Adult",4,Postgraduate,7,Ford,4,"South Atlantic",463517,0,Acer
314,85920,Middle,75,"Old Age",3,College,7,Ford,1,Mid-Atlantic,43413,1,Sony
315,106800,High,47,"Old Age",1,"High School",15,Mitsubishi,1,Mid-Atlantic,241939,0,Acer
316,68669,Minimum,29,"Young Adult",0,"Less than High School",8,Honda,4,"South Atlantic",426409,0,Acer
317,147788,High,30,"Middle Age",1,"High School",5,Chrysler,2,"East North Central",131963,1,Sony
318,111911,High,32,"Middle Age",1,"High School",2,Buick,0,"New England",154482,1,Sony
319,113643,High,78,"Old Age",0,"Less than High School",18,Subaru,7,Mountain,331687,1,Sony
320,66923,Minimum,73,"Old Age",4,Postgraduate,11,Kia,1,Mid-Atlantic,266926,0,Acer
321,82883,Middle,34,"Middle Age",3,College,11,Kia,0,"New England",484508,0,Acer
322,101358,High,56,"Old Age",2,"Less than College",13,Mazda,7,Mountain,148138,0,Acer
323,144290,High,31,"Middle Age",4,Postgraduate,7,Ford,7,Mountain,113120,1,Sony
324,22465,"Below Minimum",42,"Middle Age",2,"Less than College",15,Mitsubishi,3,"West North Central",189269,1,Sony
325,65268,Minimum,46,"Old Age",1,"High School",19,Toyota,2,"East North Central",318081,1,Sony
326,91948,Middle,73,"Old Age",0,"Less than High School",12,Lincoln,6,"West South Central",237814,1,Sony
327,75517,Minimum,35,"Middle Age",3,College,14,"Mercedes Benz",7,Mountain,441590,0,Acer
328,93055,Middle,45,"Middle Age",3,College,3,Cadillac,8,Pacific,44131,0,Acer
329,31702,"Below Minimum",50,"Old Age",2,"Less than College",2,Buick,6,"West South Central",283791,1,Sony
330,96786,Middle,52,"Old Age",4,Postgraduate,19,Toyota,5,"East South Central",148749,0,Acer
331,134747,High,31,"Middle Age",3,College,12,Lincoln,6,"West South Central",91339,1,Sony
332,74272,Minimum,38,"Middle Age",2,"Less than College",6,Dodge,2,"East North Central",27120,0,Acer
333,65421,Minimum,43,"Middle Age",4,Postgraduate,19,Toyota,7,Mountain,259989,1,Sony
334,47399,"Below Minimum",21,"Young Adult",4,Postgraduate,2,Buick,3,"West North Central",362188,1,Sony
335,125058,High,39,"Middle Age",4,Postgraduate,15,Mitsubishi,7,Mountain,45636,0,Acer
336,68367,Minimum,43,"Middle Age",4,Postgraduate,14,"Mercedes Benz",2,"East North Central",355413,1,Sony
337,113778,High,31,"Middle Age",2,"Less than College",7,Ford,1,Mid-Atlantic,424559,1,Sony
338,42159,"Below Minimum",53,"Old Age",1,"High School",3,Cadillac,6,"West South Central",121962,1,Sony
339,90627,Middle,24,"Young Adult",4,Postgraduate,3,Cadillac,0,"New England",288700,0,Acer
340,42585,"Below Minimum",77,"Old Age",3,College,3,Cadillac,2,"East North Central",404351,0,Acer
341,56741,"Below Minimum",66,"Old Age",2,"Less than College",18,Subaru,6,"West South Central",144605,0,Acer
342,72931,Minimum,32,"Middle Age",0,"Less than High School",12,Lincoln,0,"New England",310391,0,Acer
343,31242,"Below Minimum",77,"Old Age",4,Postgraduate,8,Honda,5,"East South Central",70410,0,Acer
344,104063,High,57,"Old Age",1,"High School",9,Hyundai,6,"West South Central",215512,1,Sony
345,101077,High,22,"Young Adult",0,"Less than High School",6,Dodge,1,Mid-Atlantic,268533,1,Sony
346,144730,High,52,"Old Age",1,"High School",12,Lincoln,0,"New England",147381,1,Sony
347,130120,High,46,"Old Age",0,"Less than High School",1,BMW,1,Mid-Atlantic,277130,1,Sony
348,46512,"Below Minimum",30,"Middle Age",1,"High School",5,Chrysler,1,Mid-Atlantic,401760,1,Sony
349,37855,"Below Minimum",59,"Old Age",0,"Less than High School",9,Hyundai,0,"New England",496485,1,Sony
350,35964,"Below Minimum",39,"Middle Age",0,"Less than High School",20,Others,1,Mid-Atlantic,83010,1,Sony
351,41786,"Below Minimum",30,"Middle Age",4,Postgraduate,16,Nissan,2,"East North Central",121712,1,Sony
352,120852,High,37,"Middle Age",4,Postgraduate,6,Dodge,8,Pacific,132038,1,Sony
353,46320,"Below Minimum",67,"Old Age",0,"Less than High School",11,Kia,5,"East South Central",23219,0,Acer
354,52138,"Below Minimum",49,"Old Age",2,"Less than College",15,Mitsubishi,5,"East South Central",298295,1,Sony
355,100828,High,33,"Middle Age",1,"High School",10,Jeep,1,Mid-Atlantic,104515,0,Acer
356,130085,High,50,"Old Age",2,"Less than College",18,Subaru,0,"New England",239895,1,Sony
357,66513,Minimum,55,"Old Age",2,"Less than College",17,Ram,8,Pacific,462990,1,Sony
358,61977,"Below Minimum",64,"Old Age",3,College,16,Nissan,1,Mid-Atlantic,242327,0,Acer
359,104525,High,75,"Old Age",3,College,9,Hyundai,3,"West North Central",252602,1,Sony
360,20492,"Below Minimum",30,"Middle Age",4,Postgraduate,16,Nissan,3,"West North Central",207848,1,Sony
361,125609,High,77,"Old Age",4,Postgraduate,12,Lincoln,1,Mid-Atlantic,146423,1,Sony
362,51054,"Below Minimum",30,"Middle Age",0,"Less than High School",15,Mitsubishi,5,"East South Central",88355,0,Acer
363,95347,Middle,41,"Middle Age",3,College,1,BMW,5,"East South Central",440664,0,Acer
364,53185,"Below Minimum",75,"Old Age",0,"Less than High School",16,Nissan,8,Pacific,80783,0,Acer
365,46823,"Below Minimum",29,"Young Adult",2,"Less than College",7,Ford,8,Pacific,414381,0,Acer
366,58220,"Below Minimum",36,"Middle Age",1,"High School",8,Honda,5,"East South Central",103388,0,Acer
367,137731,High,35,"Middle Age",1,"High School",3,Cadillac,4,"South Atlantic",40403,1,Sony
368,34759,"Below Minimum",58,"Old Age",4,Postgraduate,16,Nissan,1,Mid-Atlantic,396819,1,Sony
369,109704,High,54,"Old Age",2,"Less than College",5,Chrysler,4,"South Atlantic",50913,0,Acer
370,141285,High,49,"Old Age",4,Postgraduate,13,Mazda,2,"East North Central",248354,1,Sony
371,141628,High,75,"Old Age",2,"Less than College",18,Subaru,3,"West North Central",326686,1,Sony
372,34269,"Below Minimum",60,"Old Age",3,College,13,Mazda,0,"New England",244495,0,Acer
373,47500,"Below Minimum",39,"Middle Age",4,Postgraduate,14,"Mercedes Benz",8,Pacific,77884,1,Sony
374,59629,"Below Minimum",36,"Middle Age",4,Postgraduate,12,Lincoln,7,Mountain,290263,0,Acer
375,74950,Minimum,57,"Old Age",3,College,3,Cadillac,6,"West South Central",151914,1,Sony
376,86883,Middle,26,"Young Adult",1,"High School",3,Cadillac,7,Mountain,500000,0,Acer
377,137444,High,74,"Old Age",3,College,13,Mazda,6,"West South Central",298857,1,Sony
378,49480,"Below Minimum",63,"Old Age",3,College,8,Honda,4,"South Atlantic",95135,0,Acer
379,135525,High,70,"Old Age",3,College,11,Kia,5,"East South Central",375529,1,Sony
380,105369,High,40,"Middle Age",3,College,4,Chevrolet,4,"South Atlantic",36805,0,Acer
381,117943,High,51,"Old Age",4,Postgraduate,9,Hyundai,6,"West South Central",472660,0,Acer
382,78359,Minimum,76,"Old Age",3,College,10,Jeep,7,Mountain,365828,1,Sony
383,107882,High,20,"Young Adult",2,"Less than College",7,Ford,1,Mid-Atlantic,64061,1,Sony
384,26964,"Below Minimum",35,"Middle Age",1,"High School",8,Honda,5,"East South Central",266220,1,Sony
385,108042,High,22,"Young Adult",0,"Less than High School",18,Subaru,2,"East North Central",404858,1,Sony
386,79394,Minimum,51,"Old Age",3,College,4,Chevrolet,5,"East South Central",327541,0,Acer
387,116113,High,26,"Young Adult",4,Postgraduate,19,Toyota,7,Mountain,404450,1,Sony
388,64428,Minimum,28,"Young Adult",2,"Less than College",18,Subaru,1,Mid-Atlantic,299392,0,Acer
389,150000,High,23,"Young Adult",0,"Less than High School",11,Kia,8,Pacific,284344,1,Sony
390,110098,High,79,"Old Age",4,Postgraduate,12,Lincoln,5,"East South Central",282891,1,Sony
391,83246,Middle,73,"Old Age",3,College,13,Mazda,2,"East North Central",252877,1,Sony
392,20737,"Below Minimum",64,"Old Age",1,"High School",8,Honda,7,Mountain,233319,1,Sony
393,107887,High,42,"Middle Age",3,College,3,Cadillac,3,"West North Central",106711,0,Acer
394,130659,High,29,"Young Adult",0,"Less than High School",15,Mitsubishi,0,"New England",271195,1,Sony
395,76745,Minimum,58,"Old Age",1,"High School",6,Dodge,2,"East North Central",500000,1,Sony
396,96160,Middle,61,"Old Age",2,"Less than College",6,Dodge,3,"West North Central",328171,1,Sony
397,47868,"Below Minimum",41,"Middle Age",2,"Less than College",14,"Mercedes Benz",3,"West North Central",36231,1,Sony
398,85752,Middle,31,"Middle Age",3,College,13,Mazda,7,Mountain,361011,0,Acer
399,61926,"Below Minimum",62,"Old Age",2,"Less than College",2,Buick,2,"East North Central",353904,0,Acer
400,96034,Middle,57,"Old Age",1,"High School",14,"Mercedes Benz",6,"West South Central",482693,0,Acer
401,44791,"Below Minimum",61,"Old Age",1,"High School",19,Toyota,7,Mountain,220115,0,Acer
402,89249,Middle,42,"Middle Age",4,Postgraduate,15,Mitsubishi,0,"New England",453443,0,Acer
403,31392,"Below Minimum",24,"Young Adult",1,"High School",1,BMW,7,Mountain,491296,1,Sony
404,76259,Minimum,49,"Old Age",2,"Less than College",3,Cadillac,5,"East South Central",62169,1,Sony
405,94262,Middle,27,"Young Adult",3,College,6,Dodge,4,"South Atlantic",467032,0,Acer
406,69738,Minimum,61,"Old Age",2,"Less than College",16,Nissan,6,"West South Central",348397,0,Acer
407,72387,Minimum,34,"Middle Age",4,Postgraduate,17,Ram,1,Mid-Atlantic,175333,0,Acer
408,142294,High,54,"Old Age",3,College,18,Subaru,8,Pacific,114335,1,Sony
409,27103,"Below Minimum",46,"Old Age",0,"Less than High School",16,Nissan,2,"East North Central",293842,1,Sony
410,137212,High,74,"Old Age",0,"Less than High School",12,Lincoln,3,"West North Central",0,1,Sony
411,56062,"Below Minimum",63,"Old Age",0,"Less than High School",2,Buick,6,"West South Central",0,0,Acer
412,23655,"Below Minimum",76,"Old Age",0,"Less than High School",14,"Mercedes Benz",1,Mid-Atlantic,460400,1,Sony
413,120690,High,34,"Middle Age",4,Postgraduate,6,Dodge,1,Mid-Atlantic,370293,1,Sony
414,101649,High,26,"Young Adult",1,"High School",14,"Mercedes Benz",4,"South Atlantic",459748,1,Sony
415,138561,High,62,"Old Age",4,Postgraduate,18,Subaru,0,"New England",81219,1,Sony
416,58000,"Below Minimum",55,"Old Age",2,"Less than College",10,Jeep,2,"East North Central",500000,1,Sony
417,73907,Minimum,32,"Middle Age",4,Postgraduate,17,Ram,8,Pacific,499164,0,Acer
418,20000,"Below Minimum",32,"Middle Age",4,Postgraduate,3,Cadillac,2,"East North Central",153224,1,Sony
419,75382,Minimum,27,"Young Adult",2,"Less than College",6,Dodge,6,"West South Central",350325,0,Acer
420,30284,"Below Minimum",22,"Young Adult",4,Postgraduate,13,Mazda,7,Mountain,280717,1,Sony
421,77925,Minimum,40,"Middle Age",3,College,12,Lincoln,5,"East South Central",168428,0,Acer
422,109093,High,78,"Old Age",2,"Less than College",11,Kia,0,"New England",290647,1,Sony
423,141474,High,53,"Old Age",4,Postgraduate,3,Cadillac,1,Mid-Atlantic,229324,1,Sony
424,128750,High,71,"Old Age",0,"Less than High School",9,Hyundai,2,"East North Central",362230,1,Sony
425,84731,Middle,61,"Old Age",4,Postgraduate,16,Nissan,6,"West South Central",190860,1,Sony
426,65436,Minimum,39,"Middle Age",2,"Less than College",8,Honda,6,"West South Central",138135,1,Sony
427,91941,Middle,51,"Old Age",4,Postgraduate,7,Ford,6,"West South Central",460686,0,Acer
428,97602,Middle,71,"Old Age",2,"Less than College",17,Ram,0,"New England",419576,1,Sony
429,138222,High,45,"Middle Age",2,"Less than College",7,Ford,4,"South Atlantic",219283,1,Sony
430,86967,Middle,46,"Old Age",4,Postgraduate,13,Mazda,2,"East North Central",403122,0,Acer
431,146317,High,29,"Young Adult",4,Postgraduate,12,Lincoln,8,Pacific,233077,1,Sony
432,80798,Middle,47,"Old Age",2,"Less than College",11,Kia,5,"East South Central",390780,0,Acer
433,39445,"Below Minimum",48,"Old Age",3,College,5,Chrysler,7,Mountain,55050,1,Sony
434,113504,High,70,"Old Age",1,"High School",3,Cadillac,2,"East North Central",320350,1,Sony
435,117416,High,38,"Middle Age",4,Postgraduate,19,Toyota,4,"South Atlantic",468240,0,Acer
436,36215,"Below Minimum",51,"Old Age",3,College,14,"Mercedes Benz",7,Mountain,271317,1,Sony
437,82893,Middle,71,"Old Age",0,"Less than High School",3,Cadillac,4,"South Atlantic",0,1,Sony
438,106770,High,73,"Old Age",0,"Less than High School",17,Ram,3,"West North Central",22988,1,Sony
439,135785,High,34,"Middle Age",3,College,14,"Mercedes Benz",7,Mountain,81201,1,Sony
440,103097,High,24,"Young Adult",0,"Less than High School",18,Subaru,5,"East South Central",49994,1,Sony
441,99460,Middle,48,"Old Age",3,College,8,Honda,4,"South Atlantic",489192,0,Acer
442,55558,"Below Minimum",76,"Old Age",3,College,15,Mitsubishi,6,"West South Central",49750,0,Acer
443,26033,"Below Minimum",47,"Old Age",1,"High School",16,Nissan,2,"East North Central",49046,1,Sony
444,75378,Minimum,49,"Old Age",0,"Less than High School",19,Toyota,6,"West South Central",92530,1,Sony
445,44814,"Below Minimum",63,"Old Age",0,"Less than High School",15,Mitsubishi,0,"New England",126135,0,Acer
446,129050,High,77,"Old Age",4,Postgraduate,10,Jeep,4,"South Atlantic",481645,1,Sony
447,138262,High,48,"Old Age",2,"Less than College",10,Jeep,8,Pacific,170570,1,Sony
448,101945,High,49,"Old Age",1,"High School",2,Buick,5,"East South Central",423675,0,Acer
449,81682,Middle,76,"Old Age",4,Postgraduate,10,Jeep,2,"East North Central",291714,1,Sony
450,96839,Middle,53,"Old Age",1,"High School",18,Subaru,4,"South Atlantic",393853,0,Acer
451,48997,"Below Minimum",23,"Young Adult",1,"High School",8,Honda,4,"South Atlantic",372651,1,Sony
452,24198,"Below Minimum",20,"Young Adult",3,College,11,Kia,6,"West South Central",130022,1,Sony
453,91905,Middle,45,"Middle Age",1,"High School",18,Subaru,8,Pacific,235019,0,Acer
454,136611,High,64,"Old Age",3,College,12,Lincoln,3,"West North Central",303383,1,Sony
455,33851,"Below Minimum",46,"Old Age",4,Postgraduate,17,Ram,3,"West North Central",47496,1,Sony
456,116081,High,65,"Old Age",3,College,19,Toyota,8,Pacific,70910,1,Sony
457,61634,"Below Minimum",40,"Middle Age",0,"Less than High School",16,Nissan,0,"New England",193099,0,Acer
458,40594,"Below Minimum",50,"Old Age",3,College,20,Others,1,Mid-Atlantic,429042,1,Sony
459,102882,High,51,"Old Age",3,College,10,Jeep,0,"New England",236065,0,Acer
460,100820,High,70,"Old Age",4,Postgraduate,4,Chevrolet,6,"West South Central",463076,1,Sony
461,87591,Middle,26,"Young Adult",1,"High School",4,Chevrolet,8,Pacific,492069,0,Acer
462,90138,Middle,72,"Old Age",3,College,1,BMW,3,"West North Central",500000,1,Sony
463,87674,Middle,24,"Young Adult",0,"Less than High School",12,Lincoln,7,Mountain,213836,0,Acer
464,129275,High,29,"Young Adult",2,"Less than College",12,Lincoln,0,"New England",98820,1,Sony
465,73027,Minimum,25,"Young Adult",4,Postgraduate,14,"Mercedes Benz",3,"West North Central",56413,0,Acer
466,41055,"Below Minimum",45,"Middle Age",2,"Less than College",5,Chrysler,7,Mountain,243582,1,Sony
467,102307,High,77,"Old Age",0,"Less than High School",3,Cadillac,1,Mid-Atlantic,305063,1,Sony
468,46830,"Below Minimum",61,"Old Age",3,College,4,Chevrolet,4,"South Atlantic",276589,1,Sony
469,112471,High,24,"Young Adult",1,"High School",2,Buick,2,"East North Central",318565,1,Sony
470,115457,High,69,"Old Age",2,"Less than College",19,Toyota,1,Mid-Atlantic,402206,1,Sony
471,136182,High,33,"Middle Age",2,"Less than College",3,Cadillac,4,"South Atlantic",118632,1,Sony
472,48880,"Below Minimum",38,"Middle Age",2,"Less than College",9,Hyundai,4,"South Atlantic",376146,1,Sony
473,51667,"Below Minimum",70,"Old Age",2,"Less than College",1,BMW,8,Pacific,347967,0,Acer
474,107338,High,65,"Old Age",1,"High School",7,Ford,7,Mountain,215854,1,Sony
475,80460,Middle,21,"Young Adult",4,Postgraduate,2,Buick,7,Mountain,180388,0,Acer
476,127192,High,39,"Middle Age",0,"Less than High School",18,Subaru,1,Mid-Atlantic,166839,1,Sony
477,56272,"Below Minimum",44,"Middle Age",0,"Less than High School",16,Nissan,1,Mid-Atlantic,37341,1,Sony
478,48671,"Below Minimum",23,"Young Adult",0,"Less than High School",13,Mazda,8,Pacific,30936,0,Acer
